user_id,session_id,event,timestamp,device,traffic_source,country,product_id,price,quantity,revenue
742,sess_143078,view_product,29-02-2024 00:03,mobile,,USA,P3,300,1,0
245,sess_403763,drop_off,11-02-2024 00:21,web,,U.S.A,,,,0
1044,sess_734770,add_to_cart,31-01-2024 00:08,,,U.S.A,P2,1200,3,0
478,sess_802959,drop_off,25-01-2024 00:16,Mobile,organic,USA,,,,0
355,sess_615195,purchase,06-02-2024 00:31,,organic,Germany,P3,300,1,300
1175,sess_735971,signup,01-03-2024 00:00,Mobile,,,P1,500,1,0
1318,sess_677538,signup,03-03-2024 00:00,mobile,referral,india,P3,,1,0
1414,sess_975291,view_product,31-01-2024 00:12,WEB,referral,USA,P3,300,1,0
632,sess_246267,signup,24-02-2024 00:00,,referral,UK,,300,2,0
34,sess_295231,signup,30-01-2024 00:00,mobile,organic,Germany,P1,500,1,0
93,sess_289350,view_product,04-02-2024 00:04,Mobile,organic,,P3,300,1,0
1256,sess_588569,signup,20-02-2024 00:00,Mobile,ads,UK,P3,300,2,0
1135,sess_793098,add_to_cart,13-02-2024 00:13,Mobile,organic,Germany,P2,,3,0
576,sess_939032,drop_off,25-02-2024 00:15,web,referral,india,,,,0
1426,sess_284601,view_product,26-01-2024 00:13,WEB,,USA,P2,1200,3,0
1368,sess_231151,purchase,27-01-2024 00:16,mobile,referral,UK,,1200,1,1200
522,sess_999330,view_product,02-02-2024 00:02,WEB,referral,Germany,P3,300,3,0
1432,sess_540463,drop_off,21-02-2024 00:05,,ads,USA,,,,0
788,sess_789757,signup,29-02-2024 00:00,WEB,ads,India,P1,500,3,0
1075,sess_496407,view_product,26-03-2024 00:10,WEB,,U.S.A,P1,500,3,0
131,sess_266871,drop_off,12-03-2024 00:05,,organic,India,,,,0
824,sess_438711,view_product,,mobile,ads,india,P3,-300,2,0
1161,sess_269852,drop_off,08-03-2024 00:18,WEB,,india,,,,0
1069,sess_341615,add_to_cart,06-02-2024 00:23,web,ads,U.S.A,P2,1200,2,0
1402,sess_394998,drop_off,24-01-2024 00:35,web,referral,U.S.A,,,,0
582,sess_488943,drop_off,11-03-2024 00:30,web,referral,,,,,0
292,sess_518146,drop_off,,Mobile,referral,India,,,,0
248,sess_454139,add_to_cart,10-03-2024 00:20,WEB,organic,India,P2,1200,3,0
1299,sess_217599,drop_off,04-03-2024 00:11,,ads,USA,,,,0
955,sess_964490,purchase,24-01-2024 00:35,mobile,,india,,500,3,1500
439,sess_531769,purchase,23-02-2024 00:21,WEB,ads,India,P3,300,2,600
1472,sess_478430,drop_off,12-02-2024 00:20,web,organic,USA,,,,0
776,sess_771549,drop_off,07-02-2024 00:26,,,U.S.A,,,,0
1088,sess_418341,signup,27-01-2024 00:00,,ads,Germany,P1,500,1,0
855,sess_878419,drop_off,11-03-2024 00:17,Mobile,referral,USA,,,,0
1363,sess_903658,purchase,21-02-2024 00:20,web,ads,India,P3,300,3,900
797,sess_927744,signup,,Mobile,referral,UK,P1,500,3,0
174,sess_738071,view_product,,WEB,referral,USA,P3,300,1,0
1467,sess_625100,signup,13-02-2024 00:00,web,referral,India,P1,500,1,0
160,sess_587594,add_to_cart,23-02-2024 00:16,,,,P2,1200,3,0
690,sess_896930,signup,11-01-2024 00:00,WEB,organic,U.S.A,P2,1200,2,0
132,sess_416021,add_to_cart,01-03-2024 00:18,web,,,P1,500,2,0
695,sess_134092,drop_off,10-02-2024 00:29,Mobile,referral,,,,,0
1304,sess_513527,signup,21-02-2024 00:00,web,organic,,P3,300,2,0
439,sess_211920,purchase,07-03-2024 00:26,mobile,organic,India,P2,1200,3,3600
624,sess_474444,drop_off,,mobile,organic,U.S.A,,,,0
466,sess_341213,view_product,27-03-2024 00:04,mobile,,,P2,1200,3,0
941,sess_894635,drop_off,04-03-2024 00:05,WEB,ads,USA,,,,0
1064,sess_982128,drop_off,14-02-2024 00:18,Mobile,organic,India,,,,0
1346,sess_443373,drop_off,21-02-2024 00:36,Mobile,organic,,,,,0
814,sess_908925,add_to_cart,29-01-2024 00:20,mobile,ads,U.S.A,P3,300,1,0
1316,sess_511848,signup,04-02-2024 00:00,,ads,India,P2,1200,3,0
1142,sess_443704,drop_off,26-01-2024 00:05,mobile,ads,UK,,,,0
413,sess_913369,drop_off,14-02-2024 00:14,,,UK,,,,0
1342,sess_701708,add_to_cart,01-02-2024 00:19,mobile,,india,P3,300,2,0
843,sess_341820,add_to_cart,27-02-2024 00:07,,organic,USA,P3,-300,3,0
1181,sess_507101,view_product,01-02-2024 00:15,,organic,USA,P1,500,2,0
750,sess_332919,add_to_cart,09-03-2024 00:28,mobile,organic,USA,P3,300,3,0
707,sess_972008,view_product,06-02-2024 00:15,Mobile,referral,Germany,P2,1200,1,0
1075,sess_908750,add_to_cart,27-03-2024 00:19,,,U.S.A,P3,300,1,0
877,sess_891521,drop_off,03-02-2024 00:05,mobile,ads,U.S.A,,,,0
1153,sess_774579,signup,26-02-2024 00:00,Mobile,,India,P2,1200,1,0
990,sess_801665,signup,09-02-2024 00:00,,ads,U.S.A,,500,1,0
332,sess_695350,signup,28-01-2024 00:00,mobile,,Germany,P3,300,2,0
471,sess_530601,add_to_cart,20-01-2024 00:18,mobile,ads,UK,P2,1200,3,0
1457,sess_614327,add_to_cart,08-03-2024 00:17,Mobile,organic,USA,P3,300,1,0
1134,sess_453974,view_product,30-01-2024 00:06,WEB,ads,India,P2,1200,2,0
957,sess_994099,add_to_cart,01-02-2024 00:21,web,ads,U.S.A,P2,1200,1,0
1173,sess_607199,signup,23-03-2024 00:00,,ads,UK,P2,1200,2,0
1300,sess_589198,view_product,19-03-2024 00:08,,organic,india,P2,1200,3,0
1322,sess_384547,signup,09-01-2024 00:00,web,ads,Germany,P3,,3,0
553,sess_793996,purchase,24-03-2024 00:19,WEB,referral,,P1,500,1,500
614,sess_587801,signup,27-02-2024 00:00,,referral,USA,P3,300,1,0
1493,sess_264597,signup,14-02-2024 00:00,WEB,ads,India,,300,3,0
672,sess_151817,view_product,27-02-2024 00:08,,organic,Germany,P2,1200,2,0
1305,sess_296214,purchase,26-01-2024 00:21,Mobile,referral,U.S.A,P3,300,2,600
944,sess_888552,add_to_cart,15-03-2024 00:17,Mobile,organic,UK,P3,300,3,0
1449,sess_884054,drop_off,07-02-2024 00:15,Mobile,ads,U.S.A,,,,0
252,sess_437846,drop_off,19-01-2024 00:22,mobile,referral,Germany,,,,0
1067,sess_263324,view_product,19-02-2024 00:03,mobile,,india,P3,300,3,0
399,sess_421744,signup,19-01-2024 00:00,mobile,ads,U.S.A,P3,300,1,0
715,sess_499273,drop_off,02-01-2024 00:26,web,ads,,,,,0
673,sess_546575,signup,04-03-2024 00:00,Mobile,ads,Germany,P3,300,2,0
1114,sess_583613,drop_off,02-02-2024 00:05,WEB,organic,USA,,,,0
858,sess_656552,view_product,11-02-2024 00:09,Mobile,ads,india,P2,1200,2,0
197,sess_349201,view_product,01-02-2024 00:04,Mobile,referral,USA,P1,500,2,0
513,sess_878900,view_product,25-02-2024 00:09,Mobile,organic,india,P3,300,2,0
941,sess_894635,signup,04-03-2024 00:00,web,referral,USA,P2,1200,3,0
38,sess_229395,signup,01-02-2024 00:00,Mobile,organic,,P3,300,1,0
403,sess_111427,drop_off,,mobile,ads,USA,,,,0
1102,sess_716173,add_to_cart,29-02-2024 00:19,web,organic,UK,P1,500,2,0
609,sess_130277,view_product,17-02-2024 00:06,Mobile,referral,U.S.A,P1,-500,1,0
1237,sess_987591,signup,28-01-2024 00:00,Mobile,ads,UK,P3,,3,0
1002,sess_530226,view_product,26-02-2024 00:05,mobile,referral,USA,P1,500,1,0
1379,sess_380070,signup,11-02-2024 00:00,Mobile,referral,India,P3,300,1,0
1075,sess_496407,add_to_cart,26-03-2024 00:25,Mobile,organic,U.S.A,P3,300,2,0
367,sess_674354,signup,19-02-2024 00:00,Mobile,referral,U.S.A,P1,500,2,0
150,sess_488082,signup,23-02-2024 00:00,mobile,organic,India,P1,500,3,0
288,sess_996482,drop_off,07-02-2024 00:21,Mobile,organic,USA,,,,0
1323,sess_196536,signup,05-03-2024 00:00,,,Germany,P2,1200,3,0
722,sess_381127,purchase,18-03-2024 00:30,web,,india,P1,500,3,1500
1309,sess_749469,add_to_cart,28-01-2024 00:06,web,referral,USA,P1,500,1,0
25,sess_694232,purchase,20-02-2024 00:27,,,india,P2,1200,1,1200
1354,sess_511775,add_to_cart,06-02-2024 00:18,Mobile,,UK,P3,300,2,0
140,sess_754897,view_product,11-01-2024 00:02,mobile,,USA,P1,500,2,0
82,sess_198920,signup,07-02-2024 00:00,mobile,ads,India,P3,300,1,0
689,sess_106794,drop_off,17-03-2024 00:05,,organic,,,,,0
1099,sess_164438,signup,07-02-2024 00:00,,referral,india,P1,500,2,0
1373,sess_906464,signup,01-01-2035 00:00,web,referral,UK,P1,,2,0
306,sess_362716,add_to_cart,30-01-2024 00:11,web,,Germany,P3,300,2,0
180,sess_824269,purchase,27-02-2024 00:40,Mobile,,india,P1,500,1,500
112,sess_415962,purchase,03-02-2024 00:25,,ads,UK,P2,1200,3,3600
554,sess_148096,signup,03-03-2024 00:00,web,organic,U.S.A,P1,500,1,0
579,sess_649360,view_product,02-03-2024 00:10,Mobile,,,P1,500,2,0
41,sess_328061,signup,17-03-2024 00:00,mobile,ads,,,500,1,0
28,sess_702442,view_product,25-01-2024 00:06,mobile,,U.S.A,P1,500,1,0
1353,sess_763578,view_product,26-01-2024 00:04,WEB,,U.S.A,,500,3,0
573,sess_211666,drop_off,03-03-2024 00:30,mobile,referral,UK,,,,0
1107,sess_862454,view_product,03-02-2024 00:11,Mobile,ads,Germany,P3,,3,0
713,sess_101485,view_product,06-02-2024 00:14,mobile,organic,USA,P1,500,1,0
133,sess_346332,add_to_cart,05-02-2024 00:11,,,UK,P2,1200,3,0
423,sess_147116,drop_off,15-03-2024 00:05,WEB,organic,UK,,,,0
755,sess_280441,add_to_cart,26-01-2024 00:19,WEB,organic,UK,,300,2,0
529,sess_225438,view_product,16-01-2024 00:10,,ads,Germany,P3,300,3,0
678,sess_677509,view_product,05-03-2024 00:13,,referral,india,P2,1200,3,0
847,sess_693080,add_to_cart,15-03-2024 00:22,mobile,organic,USA,P3,300,2,0
238,sess_377277,view_product,22-02-2024 00:05,mobile,referral,USA,P1,500,2,0
466,sess_848447,signup,18-03-2024 00:00,,ads,,P3,300,3,0
107,sess_486956,signup,04-03-2024 00:00,,,U.S.A,P2,1200,2,0
571,sess_804141,add_to_cart,03-02-2024 00:11,,organic,Germany,P1,500,3,0
715,sess_499273,signup,02-01-2024 00:00,Mobile,ads,,P3,300,1,0
163,sess_613314,purchase,11-02-2024 00:25,WEB,organic,U.S.A,P2,1200,1,1200
1398,sess_854739,purchase,14-01-2024 00:22,Mobile,referral,Germany,P1,500,2,1000
1361,sess_655268,signup,20-02-2024 00:00,mobile,,,P1,,2,0
1249,sess_847094,signup,01-01-2035 00:00,mobile,ads,india,P2,1200,2,0
424,sess_316820,signup,15-02-2024 00:00,mobile,ads,,P1,500,2,0
166,sess_846168,add_to_cart,17-02-2024 00:20,,ads,U.S.A,,1200,3,0
135,sess_233012,signup,,WEB,ads,india,P2,,3,0
1431,sess_724352,signup,,,referral,india,P1,500,2,0
1221,sess_669659,signup,09-03-2024 00:00,web,referral,india,P3,300,3,0
839,sess_873767,add_to_cart,31-01-2024 00:09,,organic,india,P1,500,2,0
381,sess_803832,signup,14-01-2024 00:00,Mobile,,India,P2,1200,2,0
534,sess_655385,drop_off,29-02-2024 00:26,web,,,,,,0
453,sess_233556,signup,22-02-2024 00:00,mobile,,USA,P2,1200,3,0
651,sess_355557,add_to_cart,20-01-2024 00:17,mobile,,U.S.A,P2,1200,1,0
1309,sess_749469,view_product,28-01-2024 00:03,,referral,USA,P2,1200,1,0
818,sess_978916,add_to_cart,10-03-2024 00:15,mobile,,USA,P2,1200,3,0
1312,sess_381668,signup,27-03-2024 00:00,,ads,Germany,P3,300,2,0
562,sess_335080,signup,12-02-2024 00:00,WEB,referral,UK,P3,300,3,0
611,sess_168654,signup,13-02-2024 00:00,Mobile,,India,P1,-500,3,0
953,sess_792217,view_product,21-02-2024 00:12,WEB,,,P2,1200,3,0
306,sess_265596,view_product,01-01-2035 00:00,mobile,organic,Germany,P2,1200,1,0
837,sess_439793,drop_off,13-02-2024 00:20,mobile,,India,,,,0
1042,sess_374044,signup,30-01-2024 00:00,web,referral,India,P1,500,1,0
831,sess_652385,signup,01-01-2035 00:00,Mobile,organic,,P2,-1200,3,0
733,sess_402483,add_to_cart,14-01-2024 00:22,WEB,ads,,P3,300,2,0
481,sess_563517,drop_off,21-02-2024 00:25,,,USA,,,,0
232,sess_292525,purchase,06-03-2024 00:11,WEB,organic,USA,P1,500,3,1500
172,sess_535168,add_to_cart,11-03-2024 00:14,Mobile,organic,India,P1,500,2,0
182,sess_245138,add_to_cart,12-03-2024 00:18,Mobile,referral,india,P2,1200,3,0
818,sess_641733,drop_off,17-03-2024 00:05,,,USA,,,,0
189,sess_607630,add_to_cart,29-02-2024 00:12,WEB,ads,U.S.A,P1,500,2,0
1231,sess_783048,drop_off,11-02-2024 00:05,Mobile,ads,india,,,,0
109,sess_955498,drop_off,01-02-2024 00:05,mobile,organic,UK,,,,0
1366,sess_117036,signup,19-02-2024 00:00,WEB,organic,india,P3,300,1,0
1033,sess_677763,view_product,11-01-2024 00:09,Mobile,referral,Germany,P2,1200,3,0
116,sess_663576,view_product,23-02-2024 00:06,Mobile,referral,india,P2,-1200,3,0
151,sess_451647,purchase,06-02-2024 00:11,Mobile,,USA,P1,500,3,1500
1309,sess_497544,drop_off,31-01-2024 00:17,,,USA,,,,0
1263,sess_793708,view_product,20-03-2024 00:04,mobile,organic,UK,P2,-1200,3,0
1016,sess_292950,signup,19-01-2024 00:00,mobile,referral,U.S.A,P3,300,3,0
195,sess_152209,drop_off,04-02-2024 00:05,web,organic,,,,,0
418,sess_435669,signup,20-01-2024 00:00,mobile,ads,UK,P3,300,1,0
182,sess_245138,signup,12-03-2024 00:00,WEB,organic,india,P1,500,2,0
1315,sess_340614,add_to_cart,15-02-2024 00:12,,referral,U.S.A,P1,500,2,0
574,sess_271049,add_to_cart,28-02-2024 00:12,mobile,referral,,P2,1200,1,0
303,sess_958830,signup,20-01-2024 00:00,mobile,referral,india,P1,500,2,0
113,sess_385546,signup,30-01-2024 00:00,WEB,,U.S.A,P1,500,1,0
561,sess_729295,view_product,01-01-2035 00:00,WEB,ads,india,P3,300,1,0
910,sess_423997,drop_off,09-03-2024 00:05,WEB,,india,,,,0
1275,sess_708614,add_to_cart,06-03-2024 00:22,web,referral,U.S.A,P3,-300,3,0
893,sess_123939,signup,27-01-2024 00:00,WEB,,UK,P1,,2,0
1157,sess_249313,signup,12-02-2024 00:00,Mobile,organic,India,P1,500,2,0
158,sess_181065,signup,,,referral,Germany,P1,500,3,0
1010,sess_628757,purchase,30-01-2024 00:37,WEB,referral,U.S.A,P1,500,1,500
231,sess_834202,purchase,20-03-2024 00:37,WEB,referral,India,P3,300,2,600
336,sess_135010,view_product,01-02-2024 00:12,mobile,organic,india,P2,1200,3,0
1054,sess_769978,purchase,24-02-2024 00:24,,referral,,P2,,3,3600
1256,sess_381293,add_to_cart,07-03-2024 00:15,Mobile,,UK,P1,500,2,0
353,sess_408686,signup,13-02-2024 00:00,Mobile,ads,Germany,P1,500,3,0
54,sess_735433,signup,23-01-2024 00:00,WEB,,UK,P2,1200,2,0
1362,sess_624753,add_to_cart,01-03-2024 00:10,Mobile,organic,India,P1,500,1,0
1012,sess_112916,view_product,15-02-2024 00:15,,referral,U.S.A,P2,1200,1,0
1100,sess_760311,add_to_cart,04-02-2024 00:16,WEB,,india,P2,1200,3,0
722,sess_643861,signup,25-03-2024 00:00,WEB,organic,india,P1,500,1,0
723,sess_641092,signup,18-03-2024 00:00,WEB,organic,USA,P2,1200,1,0
775,sess_808399,signup,02-02-2024 00:00,mobile,,USA,P3,300,2,0
1479,sess_999209,drop_off,23-03-2024 00:16,mobile,organic,,,,,0
283,sess_234577,signup,22-02-2024 00:00,,organic,,P3,,2,0
1478,sess_857984,drop_off,09-01-2024 00:19,WEB,,India,,,,0
23,sess_896237,drop_off,04-02-2024 00:38,,referral,UK,,,,0
549,sess_747120,signup,15-02-2024 00:00,mobile,,U.S.A,P2,1200,2,0
755,sess_280441,signup,26-01-2024 00:00,WEB,,UK,P3,300,3,0
886,sess_236520,drop_off,28-01-2024 00:20,mobile,organic,USA,,,,0
862,sess_623962,signup,01-02-2024 00:00,WEB,organic,india,,1200,3,0
1464,sess_137304,signup,26-02-2024 00:00,Mobile,referral,India,P2,1200,2,0
758,sess_244737,drop_off,22-02-2024 00:05,web,referral,India,,,,0
1473,sess_408319,signup,14-02-2024 00:00,web,,U.S.A,P3,300,3,0
1472,sess_293617,signup,25-02-2024 00:00,WEB,organic,USA,P1,,2,0
808,sess_331075,drop_off,12-02-2024 00:38,web,organic,,,,,0
735,sess_715542,signup,,,,USA,P2,1200,2,0
217,sess_546677,view_product,20-02-2024 00:08,WEB,referral,U.S.A,P2,1200,2,0
966,sess_658588,signup,29-02-2024 00:00,Mobile,ads,Germany,P3,300,3,0
1141,sess_347324,signup,14-02-2024 00:00,WEB,organic,Germany,P1,500,2,0
1497,sess_421426,add_to_cart,01-03-2024 00:20,Mobile,,India,,1200,1,0
357,sess_560357,signup,18-02-2024 00:00,mobile,,Germany,P1,500,2,0
901,sess_227785,purchase,07-02-2024 00:24,,ads,,P3,300,2,600
527,sess_969701,drop_off,26-02-2024 00:05,,ads,U.S.A,,,,0
487,sess_769645,view_product,04-02-2024 00:09,mobile,ads,India,P2,1200,2,0
546,sess_580375,view_product,20-02-2024 00:03,,referral,USA,P1,500,3,0
617,sess_164807,drop_off,19-02-2024 00:20,Mobile,referral,UK,,,,0
985,sess_690046,drop_off,08-02-2024 00:19,mobile,ads,Germany,,,,0
679,sess_306527,view_product,15-03-2024 00:10,web,ads,india,P3,300,1,0
187,sess_527544,signup,23-02-2024 00:00,WEB,organic,UK,,500,3,0
1478,sess_517725,signup,30-01-2024 00:00,Mobile,,India,P2,1200,1,0
1453,sess_772701,drop_off,01-03-2024 00:05,mobile,organic,,,,,0
1397,sess_351353,drop_off,20-02-2024 00:24,Mobile,organic,india,,,,0
1466,sess_466463,signup,31-01-2024 00:00,mobile,referral,Germany,,500,3,0
1469,sess_358908,drop_off,13-03-2024 00:12,WEB,organic,,,,,0
369,sess_485948,view_product,27-01-2024 00:05,WEB,,,P2,1200,2,0
350,sess_768398,view_product,19-01-2024 00:04,mobile,referral,UK,P3,300,2,0
839,sess_934507,view_product,24-01-2024 00:15,WEB,,india,P1,500,2,0
572,sess_313926,signup,14-01-2024 00:00,web,organic,India,P1,500,3,0
1341,sess_763934,signup,11-03-2024 00:00,WEB,ads,,P1,500,3,0
1441,sess_988736,add_to_cart,,WEB,organic,India,P1,500,3,0
630,sess_464354,view_product,12-02-2024 00:10,Mobile,,U.S.A,P3,300,3,0
318,sess_958244,signup,09-01-2024 00:00,Mobile,ads,USA,P2,1200,1,0
99,sess_480329,signup,31-01-2024 00:00,,,,P2,-1200,2,0
1167,sess_948631,signup,27-01-2024 00:00,,ads,USA,,,1,0
1125,sess_443454,purchase,26-01-2024 00:27,,referral,U.S.A,P1,500,1,500
319,sess_196492,drop_off,24-01-2024 00:24,mobile,referral,Germany,,,,0
244,sess_622373,add_to_cart,10-02-2024 00:14,Mobile,,Germany,P3,300,2,0
780,sess_123243,purchase,03-01-2024 00:30,Mobile,ads,,P2,1200,2,2400
612,sess_222252,signup,19-01-2024 00:00,WEB,organic,india,P2,1200,1,0
28,sess_492176,signup,17-02-2024 00:00,web,referral,U.S.A,P1,500,3,0
570,sess_278075,purchase,06-02-2024 00:20,WEB,,UK,P1,500,2,1000
1437,sess_388714,signup,21-02-2024 00:00,web,,Germany,P1,500,3,0
1421,sess_294616,view_product,,WEB,ads,,P2,1200,3,0
1410,sess_431386,signup,21-03-2024 00:00,web,referral,india,P1,500,3,0
345,sess_498263,add_to_cart,27-01-2024 00:15,Mobile,organic,Germany,P1,500,2,0
51,sess_906434,purchase,07-02-2024 00:16,Mobile,organic,india,P1,500,1,500
1107,sess_862454,purchase,03-02-2024 00:18,WEB,referral,Germany,P3,300,1,300
584,sess_756912,signup,01-01-2035 00:00,,referral,,P3,300,3,0
379,sess_687135,add_to_cart,22-01-2024 00:11,,organic,Germany,P1,500,3,0
867,sess_497256,signup,14-02-2024 00:00,WEB,ads,india,P3,300,1,0
212,sess_953921,view_product,16-03-2024 00:09,web,,USA,P1,500,3,0
733,sess_553138,drop_off,11-02-2024 00:34,,organic,,,,,0
83,sess_926674,view_product,12-02-2024 00:07,WEB,ads,U.S.A,P3,300,3,0
1284,sess_263344,add_to_cart,26-01-2024 00:16,WEB,,india,P2,1200,2,0
656,sess_601105,purchase,22-02-2024 00:17,web,,india,P3,300,3,900
1178,sess_944049,add_to_cart,03-02-2024 00:21,mobile,organic,Germany,P1,500,2,0
1354,sess_511775,signup,06-02-2024 00:00,Mobile,ads,UK,P3,300,2,0
196,sess_550622,add_to_cart,06-02-2024 00:29,Mobile,referral,India,P3,300,1,0
903,sess_630839,purchase,16-01-2024 00:20,web,,U.S.A,P2,-1200,1,-1200
1290,sess_841091,signup,02-02-2024 00:00,web,,,P1,500,2,0
493,sess_816819,add_to_cart,18-02-2024 00:08,mobile,referral,U.S.A,P3,300,3,0
1106,sess_559236,signup,01-01-2035 00:00,web,organic,India,,300,3,0
19,sess_628373,drop_off,10-02-2024 00:05,,,,,,,0
385,sess_327391,add_to_cart,16-02-2024 00:16,,ads,U.S.A,P1,500,2,0
228,sess_985601,drop_off,21-02-2024 00:23,web,organic,U.S.A,,,,0
895,sess_431497,add_to_cart,26-02-2024 00:08,web,,Germany,P2,1200,2,0
555,sess_297514,purchase,23-01-2024 00:14,mobile,ads,UK,,,3,-3600
1289,sess_828889,signup,10-02-2024 00:00,mobile,organic,U.S.A,P2,1200,1,0
440,sess_265442,signup,08-02-2024 00:00,WEB,referral,UK,P2,1200,3,0
571,sess_280539,add_to_cart,25-01-2024 00:08,mobile,organic,Germany,P3,300,2,0
1062,sess_128406,signup,28-03-2024 00:00,,,Germany,P1,500,1,0
1346,sess_839223,add_to_cart,18-02-2024 00:20,,ads,,P2,1200,2,0
1275,sess_708614,view_product,06-03-2024 00:12,web,organic,U.S.A,P3,300,1,0
992,sess_106749,drop_off,01-02-2024 00:22,,,U.S.A,,,,0
1110,sess_347386,view_product,07-02-2024 00:11,,,India,P1,500,2,0
1419,sess_800286,view_product,20-02-2024 00:14,mobile,referral,Germany,P1,500,3,0
611,sess_194037,signup,13-02-2024 00:00,WEB,organic,India,P1,500,1,0
942,sess_607105,drop_off,29-02-2024 00:17,,referral,,,,,0
1483,sess_857854,signup,11-03-2024 00:00,mobile,organic,USA,P3,300,3,0
1316,sess_174737,view_product,26-02-2024 00:02,,organic,India,P1,500,3,0
707,sess_144505,drop_off,01-02-2024 00:08,,referral,Germany,,,,0
1034,sess_220219,add_to_cart,07-02-2024 00:11,mobile,organic,India,P3,300,3,0
754,sess_180004,signup,01-02-2024 00:00,web,organic,U.S.A,P2,1200,3,0
915,sess_594703,signup,21-02-2024 00:00,,referral,india,P3,300,2,0
713,sess_104279,signup,20-02-2024 00:00,web,organic,USA,P2,,1,0
574,sess_876223,signup,14-03-2024 00:00,,,,,1200,2,0
1304,sess_936344,view_product,28-01-2024 00:05,Mobile,referral,,P2,1200,2,0
154,sess_682383,purchase,19-02-2024 00:28,mobile,organic,india,P2,1200,3,3600
574,sess_876223,add_to_cart,14-03-2024 00:26,Mobile,,,P3,300,2,0
545,sess_694581,purchase,25-03-2024 00:36,mobile,referral,,P1,,3,1500
213,sess_510780,drop_off,27-01-2024 00:05,WEB,referral,USA,,,,0
683,sess_149840,drop_off,02-03-2024 00:05,mobile,organic,U.S.A,,,,0
1453,sess_751995,drop_off,28-02-2024 00:45,Mobile,,,,,,0
439,sess_211920,signup,07-03-2024 00:00,mobile,ads,India,P1,500,3,0
721,sess_610566,signup,16-01-2024 00:00,mobile,referral,Germany,P3,300,2,0
1292,sess_822286,signup,01-03-2024 00:00,,,USA,P1,500,3,0
577,sess_175354,signup,14-02-2024 00:00,WEB,,Germany,P1,,1,0
439,sess_331058,signup,13-02-2024 00:00,,organic,India,P2,1200,2,0
1042,sess_874551,drop_off,15-02-2024 00:05,web,ads,India,,,,0
1455,sess_508681,drop_off,01-02-2024 00:19,,referral,USA,,,,0
729,sess_627575,signup,29-02-2024 00:00,mobile,,India,P1,500,2,0
1454,sess_190338,purchase,19-02-2024 00:35,WEB,organic,UK,P2,1200,3,3600
1050,sess_747431,drop_off,17-03-2024 00:12,,referral,india,,,,0
1145,sess_364543,view_product,04-02-2024 00:05,Mobile,referral,India,P3,300,1,0
46,sess_343198,drop_off,18-02-2024 00:05,WEB,,India,,,,0
1172,sess_143624,signup,24-02-2024 00:00,,,,P2,1200,2,0
800,sess_819000,signup,20-02-2024 00:00,web,referral,Germany,P1,500,1,0
542,sess_173639,drop_off,23-02-2024 00:14,WEB,referral,,,,,0
1056,sess_187119,signup,10-03-2024 00:00,web,ads,U.S.A,P3,-300,2,0
128,sess_786166,drop_off,14-03-2024 00:14,Mobile,,UK,,,,0
821,sess_425416,drop_off,21-03-2024 00:42,Mobile,,Germany,,,,0
788,sess_772395,signup,14-03-2024 00:00,,referral,India,P3,-300,3,0
31,sess_653925,drop_off,19-03-2024 00:23,,referral,india,,,,0
1351,sess_690126,signup,09-01-2024 00:00,Mobile,referral,U.S.A,P1,500,1,0
1056,sess_187119,drop_off,10-03-2024 00:05,,referral,U.S.A,,,,0
49,sess_978317,drop_off,10-03-2024 00:19,WEB,referral,USA,,,,0
669,sess_731821,signup,28-01-2024 00:00,mobile,ads,USA,P3,300,1,0
1303,sess_790660,view_product,,mobile,organic,India,,1200,1,0
271,sess_830935,drop_off,22-02-2024 00:05,web,,Germany,,,,0
808,sess_150930,signup,06-02-2024 00:00,WEB,referral,,P1,500,3,0
307,sess_255340,drop_off,10-03-2024 00:19,WEB,organic,,,,,0
1048,sess_262919,signup,,,referral,india,P1,500,1,0
941,sess_935957,signup,14-03-2024 00:00,WEB,ads,USA,P3,300,2,0
695,sess_759128,add_to_cart,28-02-2024 00:11,Mobile,referral,,P1,500,1,0
263,sess_230101,view_product,17-01-2024 00:02,WEB,,Germany,P1,500,1,0
1206,sess_805084,drop_off,27-03-2024 00:05,mobile,ads,U.S.A,,,,0
422,sess_880684,signup,14-02-2024 00:00,mobile,,india,P3,,3,0
1435,sess_424688,purchase,16-02-2024 00:29,web,organic,Germany,P3,300,2,600
1142,sess_443704,signup,26-01-2024 00:00,,ads,UK,P2,1200,3,0
169,sess_336716,purchase,07-02-2024 00:16,,organic,,P3,300,1,300
1373,sess_886639,view_product,06-03-2024 00:08,web,referral,UK,P2,1200,2,0
330,sess_761069,drop_off,09-02-2024 00:40,mobile,,Germany,,,,0
1334,sess_573641,view_product,19-01-2024 00:10,web,organic,USA,P3,300,1,0
1344,sess_949463,drop_off,14-02-2024 00:17,,referral,india,,,,0
1267,sess_429698,drop_off,21-02-2024 00:05,Mobile,ads,U.S.A,,,,0
647,sess_446895,view_product,24-01-2024 00:15,mobile,organic,,P1,500,1,0
723,sess_630050,drop_off,07-03-2024 00:11,mobile,,USA,,,,0
1292,sess_882532,view_product,24-02-2024 00:15,web,,USA,P2,1200,2,0
27,sess_713007,add_to_cart,27-01-2024 00:21,WEB,organic,USA,P1,500,2,0
616,sess_996709,add_to_cart,03-02-2024 00:10,,,,,,2,0
258,sess_478078,signup,24-02-2024 00:00,,,USA,P2,,1,0
